temperature,humidity,humidifier_status
28.06108182273515,51.05539563831419,0
28.75785455955203,68.3859107938402,0
27.972140423774107,74.3880113608115,0
20.695903799292832,61.5817964410569,0
26.409132451491455,65.8639034862555,0
23.71301465739174,69.34004031739886,0
29.922621495843778,73.63205568019933,0
28.101713054349275,53.88439158697142,0
20.39077409726426,57.29385717757798,0
27.30620392989192,61.300578518026825,0
21.364081547423027,42.494271014818885,1
25.420357794538724,66.91882011819513,0
22.337966581334342,63.90788059040051,0
22.938116173173956,79.22888976861523,0
20.6962970544649,76.4104893551887,0
24.79489722953519,44.73593768329494,1
27.062602193279815,53.33311692084136,0
28.794175407928165,79.84047882508088,0
25.459608685674425,53.09785799032808,0
22.742747213266192,74.01068545643048,0
21.629898223770695,44.06846960997148,1
25.555465971653202,52.328933527128655,0
29.288310525069413,79.94451126214705,0
21.022529193229854,69.11006302204134,0
23.753479537821867,60.3724694867845,0
22.58400616336879,78.39458328197452,0
23.557728702362517,57.167467482020896,0
24.48160750999167,58.860419611900916,0
29.165218961437652,47.62672007846578,1
27.07104514087051,53.79141979780064,0
23.62128554972417,42.31212873775235,1
21.846134214848714,49.62767852638037,1
22.264222739734713,76.16897023711512,0
29.259160504425303,60.4215946299152,0
20.860174612887242,54.12575892126938,0
22.151075910471203,54.85073693834717,0
22.967337319226147,61.065215902400446,0
23.092833250069045,74.26247799255611,0
29.20647662846506,55.811566731661756,0
28.924961173964014,43.20622276210163,1
20.16097505401124,73.7342519876676,0
20.70326191362156,64.98230739709733,0
26.485449737156276,64.44347587803625,0
28.505860143527524,76.44056996193996,0
24.74932020367479,70.7407460409914,0
27.229815687050355,40.50891356446096,1
23.477807850665545,74.64957916687204,0
27.5716142329399,50.0423911559415,0
23.81062541419483,49.67227495416492,1
24.87055817135815,46.201206838652304,1
28.10161055355396,60.65843563678882,0
22.373341516819423,76.48195562894892,0
24.78412837611106,68.99911288098579,0
27.454082814590805,65.4425492099699,0
26.542425744553853,74.21247703274125,0
28.127630768163684,71.53532691505342,0
28.713526818326958,72.76351536670191,0
26.792174264564466,54.2339771682018,0
29.88959736674363,43.47424121780605,1
29.14226359663762,49.876165330524806,1
24.901457602978816,67.61849539586596,0
20.317604290863784,75.22676132803028,0
22.14051782116088,74.93579480834403,0
23.826167276420115,40.71798765013695,1
24.71039945445868,40.74810752122242,1
21.786562737375696,67.56344590335799,0
21.5604327023503,76.7970184750927,0
26.282365469078748,67.46121706364005,0
21.03910595348708,71.98665027665638,0
29.896094879014058,71.13011218442145,0
21.404551882492186,68.84759606653714,0
23.88302404877545,71.95834823365243,0
22.315806693687282,68.94088083775205,0
25.745675795213984,75.6837797198946,0
23.6514452091959,74.33990597188131,0
23.198226761185094,53.88394538319025,0
23.700157705926337,42.6580251842668,1
20.813012573435145,73.65127917405827,0
26.93881882869214,42.8598889754049,1
29.368614253208584,72.34027042256173,0
21.617555430088277,66.40434306709983,0
20.026785712468552,64.4544103377502,0
20.18872283698096,69.25898958794652,0
27.757882985735186,53.04003777935842,0
28.143278785263107,65.26962669619175,0
29.939532365600883,48.12828785845872,1
24.698871594223853,63.91036007580183,0
27.401794656775948,44.46061571513141,1
24.986695772320846,71.63108026912506,0
23.196528325498697,59.19144900365347,0
27.8025237653605,68.70484242829524,0
22.312755650872987,60.53039326222724,0
21.76344785951879,66.68897601770635,0
20.36212901892553,61.73218507490675,0
20.953201980306098,63.60625684762123,0
20.920485415247594,41.18751488641878,1
28.235603886223245,55.932088374778175,0
29.58435512503439,57.870735640122085,0
25.889969017294206,67.85180925273215,0
23.635781698139972,67.03228920521292,0
21.650209772657824,60.43897838664979,0
26.39442143877375,56.11858618333322,0
24.189673399817757,41.70406761951456,1
25.206608513553476,51.25718882815961,0
21.334800604537683,49.98776839677915,1
25.894169202146752,46.68153062798692,1
26.392316693042485,60.65830068199339,0
23.55761547790678,69.24507298170047,0
25.626778002065237,73.50058006795427,0
22.390770209903025,43.71007369868549,1
22.190255027947643,79.33210899213692,0
28.54460472632418,74.97637569808848,0
22.12958987924854,73.31172302028435,0
28.869520699736242,74.80891040619441,0
20.261664514312933,42.853384272627466,1
22.519767690430104,52.14555758985507,0
26.19933899582159,77.57194673764478,0
29.9994973359125,76.73099689830707,0
24.333578774106716,49.185338183569876,1
21.909179925180258,76.60122068630346,0
26.550669625441454,77.68541332461359,0
22.500372778500363,76.31773018942647,0
29.77629250433236,43.49920912969812,1
27.46418963776142,41.725944696220424,1
26.267840253015518,67.74180958640234,0
20.00749528754525,49.07085396800014,1
